Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,313366,-,-,-,33.49,-111.94,-7,407,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.1
Year,Month,Day,Hour,Minute,GHI,Wind Speed,Temperature
2014,1,1,0,0,0,2.1504673957824707,10.504083251953148
2014,1,1,0,30,0,2.1564903259277344,10.341149902343773
2014,1,1,1,0,0,2.162513256072998,10.178247070312523
2014,1,1,1,30,0,2.164865016937256,9.977655029296898
2014,1,1,2,0,0,2.1672170162200928,9.777062988281273
2014,1,1,2,30,0,2.1906051635742188,9.541162109375023
2014,1,1,3,0,0,2.2139933109283447,9.305230712890648
2014,1,1,3,30,0,2.2461843490600586,9.072137451171898
2014,1,1,4,0,0,2.2783751487731934,8.839013671875023
2014,1,1,4,30,0,2.372894287109375,8.641290283203148
2014,1,1,5,0,0,2.4674131870269775,8.443536376953148
2014,1,1,5,30,0,2.645814895629883,8.265618896484398
2014,1,1,6,0,0,2.824216365814209,8.087701416015648
2014,1,1,6,30,0,2.993718147277832,7.928338623046898
2014,1,1,7,0,0,3.163220167160034,7.768945312500023
2014,1,1,7,30,0,3.245711326599121,8.724420166015648
2014,1,1,8,0,53,3.328202724456787,9.679895019531273
2014,1,1,8,30,140,3.097896099090576,10.812738037109398
2014,1,1,9,0,232,2.8675894737243652,11.945611572265648
2014,1,1,9,30,320,2.5306572914123535,13.533624267578148
2014,1,1,10,0,401,2.193725109100342,15.121606445312523
2014,1,1,10,30,469,2.054175853729248,17.021020507812523
2014,1,1,11,0,525,1.9146264791488647,18.920404052734398
2014,1,1,11,30,566,1.703771948814392,20.147546386718773
2014,1,1,12,0,591,1.4929174184799194,21.374658203125023
2014,1,1,12,30,600,1.3621349334716797,21.878991699218773
2014,1,1,13,0,592,1.2313525676727295,22.383325195312523
2014,1,1,13,30,568,1.1875200271606445,22.416558837890648
2014,1,1,14,0,528,1.1436874866485596,22.449822998046898
2014,1,1,14,30,474,1.0807654857635498,21.969995117187523
2014,1,1,15,0,406,1.01784348487854,21.490167236328148
2014,1,1,15,30,328,0.808570146560669,20.087670898437523
2014,1,1,16,0,240,0.5992968678474426,18.685174560546898
2014,1,1,16,30,148,0.7217104434967041,17.053765869140648
2014,1,1,17,0,61,0.8441239595413208,15.422357177734398
2014,1,1,17,30,0,1.2501156330108643,14.821343994140648
2014,1,1,18,0,0,1.6561074256896973,14.220361328125023
2014,1,1,18,30,0,2.1680684089660645,13.663842773437523
2014,1,1,19,0,0,2.6800296306610107,13.107354736328148
2014,1,1,19,30,0,3.1198971271514893,12.594323730468773
2014,1,1,20,0,0,3.5597646236419678,12.081323242187523
2014,1,1,20,30,0,3.8283119201660156,11.500024414062523
2014,1,1,21,0,0,4.096859455108643,10.918725585937523
2014,1,1,21,30,0,4.244479656219482,10.403070068359398
2014,1,1,22,0,0,4.392099857330322,9.887384033203148
2014,1,1,22,30,0,4.464529037475586,9.480706787109398
2014,1,1,23,0,0,4.536957740783691,9.074060058593773
2014,1,1,23,30,0,4.558749198913574,8.709954833984398
2014,1,2,0,0,0,4.580540180206299,8.345819091796898
2014,1,2,0,30,0,4.577913284301758,8.051324462890648
2014,1,2,1,0,0,4.575286388397217,7.756829833984398
2014,1,2,1,30,0,4.613627910614014,7.659295654296898
2014,1,2,2,0,0,4.6519694328308105,7.561761474609398
2014,1,2,2,30,0,4.662402153015137,7.545220947265648
2014,1,2,3,0,0,4.672834396362305,7.528710937500023
