Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,313366,-,-,-,33.49,-111.94,-7,407,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.1
Year,Month,Day,Hour,Minute,GHI,Wind Speed,Temperature
2009,1,1,0,0,0,1.4148530960083008,10.675256347656273
2009,1,1,0,30,0,1.465926170349121,10.485925292968773
2009,1,1,1,0,0,1.516999363899231,10.296594238281273
2009,1,1,1,30,0,1.4856736660003662,10.075677490234398
2009,1,1,2,0,0,1.454348087310791,9.854730224609398
2009,1,1,2,30,0,1.4348864555358887,9.578271484375023
2009,1,1,3,0,0,1.4154248237609863,9.301843261718773
2009,1,1,3,30,0,1.4224841594696045,9.015161132812523
2009,1,1,4,0,0,1.4295436143875122,8.728479003906273
2009,1,1,4,30,0,1.4890060424804688,8.468408203125023
2009,1,1,5,0,0,1.5484685897827148,8.208367919921898
2009,1,1,5,30,0,1.6391918659210205,7.999932861328148
2009,1,1,6,0,0,1.7299151420593262,7.791528320312523
2009,1,1,6,30,0,1.8048957586288452,7.722070312500023
2009,1,1,7,0,0,1.8798763751983643,7.652612304687523
2009,1,1,7,30,0,2.002139091491699,9.040490722656273
2009,1,1,8,0,53,2.124401807785034,10.428399658203148
2009,1,1,8,30,141,2.098431348800659,12.224511718750023
2009,1,1,9,0,234,2.072460889816284,14.020654296875023
2009,1,1,9,30,323,1.7913620471954346,15.649194335937523
2009,1,1,10,0,403,1.5102630853652954,17.277734375000023
2009,1,1,10,30,472,1.2050033807754517,18.681298828125023
2009,1,1,11,0,528,0.8997436761856079,20.084863281250023
2009,1,1,11,30,569,0.667312502861023,20.861596679687523
2009,1,1,12,0,595,0.4348813593387604,21.638330078125023
2009,1,1,12,30,604,0.41312891244888306,22.011895751953148
2009,1,1,13,0,596,0.39137643575668335,22.385491943359398
2009,1,1,13,30,573,0.4499066174030304,22.256127929687523
2009,1,1,14,0,533,0.5084367990493774,22.126794433593773
2009,1,1,14,30,479,0.5609968900680542,21.484613037109398
2009,1,1,15,0,411,0.6135570406913757,20.842431640625023
2009,1,1,15,30,332,0.7056500911712646,19.357202148437523
2009,1,1,16,0,244,0.7977432012557983,17.872003173828148
2009,1,1,16,30,151,0.8496313691139221,16.182489013671898
2009,1,1,17,0,62,0.9015195369720459,14.492974853515648
2009,1,1,17,30,0,0.9015604853630066,13.934350585937523
2009,1,1,18,0,0,0.9016014337539673,13.375726318359398
2009,1,1,18,30,0,1.0044680833816528,12.940454101562523
2009,1,1,19,0,0,1.1073347330093384,12.505181884765648
2009,1,1,19,30,0,1.2817546129226685,12.185968017578148
2009,1,1,20,0,0,1.4561744928359985,11.866784667968773
2009,1,1,20,30,0,1.5850284099578857,11.618218994140648
2009,1,1,21,0,0,1.7138822078704834,11.369653320312523
2009,1,1,21,30,0,1.7725250720977783,11.165032958984398
2009,1,1,22,0,0,1.8311679363250732,10.960382080078148
2009,1,1,22,30,0,1.8433417081832886,10.755120849609398
2009,1,1,23,0,0,1.855515480041504,10.549859619140648
