Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,313366,-,-,-,33.49,-111.94,-7,407,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.1
Year,Month,Day,Hour,Minute,GHI,Wind Speed,Temperature
2012,1,1,0,0,0,4.7265167236328125,8.951409912109398
2012,1,1,0,30,0,4.717635631561279,8.629815673828148
2012,1,1,1,0,0,4.708754539489746,8.308221435546898
2012,1,1,1,30,0,4.743466377258301,8.082910156250023
2012,1,1,2,0,0,4.7781782150268555,7.857598876953148
2012,1,1,2,30,0,4.8015031814575195,7.666589355468773
2012,1,1,3,0,0,4.824828147888184,7.475610351562523
2012,1,1,3,30,0,4.824878692626953,7.317376708984398
2012,1,1,4,0,0,4.8249287605285645,7.159112548828148
2012,1,1,4,30,0,4.82468318939209,7.044580078125023
2012,1,1,5,0,0,4.824438095092773,6.930017089843773
2012,1,1,5,30,0,4.8121490478515625,6.872583007812523
2012,1,1,6,0,0,4.799860000610352,6.815118408203148
2012,1,1,6,30,0,4.788903713226318,6.885736083984398
2012,1,1,7,0,0,4.777947425842285,6.956384277343773
2012,1,1,7,30,0,4.693276405334473,8.126641845703148
2012,1,1,8,0,56,4.608604907989502,9.296868896484398
2012,1,1,8,30,146,4.337383270263672,11.422235107421898
2012,1,1,9,0,240,4.066161155700684,13.547570800781273
2012,1,1,9,30,330,3.802438497543335,16.166345214843773
2012,1,1,10,0,411,3.5387158393859863,18.785089111328148
2012,1,1,10,30,481,3.4555554389953613,21.111199951171898
2012,1,1,11,0,536,3.3723952770233154,23.437310791015648
2012,1,1,11,30,577,3.368401288986206,24.712945556640648
2012,1,1,12,0,601,3.3644073009490967,25.988580322265648
2012,1,1,12,30,609,3.3435606956481934,26.436700439453148
2012,1,1,13,0,600,3.322714328765869,26.884790039062523
2012,1,1,13,30,576,3.2550816535949707,26.829034423828148
2012,1,1,14,0,535,3.187448740005493,26.773278808593773
2012,1,1,14,30,480,3.100346088409424,26.233819580078148
2012,1,1,15,0,412,3.0132434368133545,25.694360351562523
2012,1,1,15,30,332,2.9777181148529053,24.050103759765648
2012,1,1,16,0,244,2.942192792892456,22.405816650390648
2012,1,1,16,30,150,3.1580395698547363,20.775292968750023
2012,1,1,17,0,61,3.3738865852355957,19.144769287109398
2012,1,1,17,30,0,3.6782078742980957,18.633782958984398
2012,1,1,18,0,0,3.982529401779175,18.122766113281273
2012,1,1,18,30,0,4.245787143707275,17.687585449218773
2012,1,1,19,0,0,4.509044647216797,17.252404785156273
2012,1,1,19,30,0,4.717926979064941,16.813989257812523
2012,1,1,20,0,0,4.926809787750244,16.375543212890648
2012,1,1,20,30,0,5.043574333190918,15.916375732421898
2012,1,1,21,0,0,5.160338401794434,15.457208251953148
2012,1,1,21,30,0,5.191088676452637,14.994439697265648
2012,1,1,22,0,0,5.22183895111084,14.531701660156273
2012,1,1,22,30,0,5.205327987670898,14.108483886718773
2012,1,1,23,0,0,5.188817501068115,13.685266113281273
2012,1,1,23,30,0,5.165210247039795,13.309075927734398
2012,1,2,0,0,0,5.141602993011475,12.932916259765648
2012,1,2,0,30,0,5.127544403076172,12.611413574218773
2012,1,2,1,0,0,5.113485336303711,12.289910888671898
2012,1,2,1,30,0,5.051429748535156,12.069177246093773
2012,1,2,2,0,0,4.989373683929443,11.848443603515648
2012,1,2,2,30,0,4.966334342956543,11.754907226562523
2012,1,2,3,0,0,4.943294525146484,11.661401367187523
2012,1,2,3,30,0,4.956761360168457,11.647485351562523
2012,1,2,4,0,0,4.9702277183532715,11.633569335937523
2012,1,2,4,30,0,4.990792274475098,11.603234863281273
2012,1,2,5,0,0,5.011356830596924,11.572900390625023
2012,1,2,5,30,0,5.029581069946289,11.529077148437523
2012,1,2,6,0,0,5.047805309295654,11.485253906250023
2012,1,2,6,30,0,5.070862770080566,11.492364501953148
2012,1,2,7,0,0,5.093920707702637,11.499505615234398
2012,1,2,7,30,0,5.055140495300293,12.358605957031273
2012,1,2,8,0,52,5.016360759735107,13.217706298828148
2012,1,2,8,30,139,4.816774845123291,14.735162353515648
2012,1,2,9,0,230,4.617188930511475,16.252587890625023
2012,1,2,9,30,318,4.6156511306762695,18.199884033203148
2012,1,2,10,0,398,4.6141133308410645,20.147210693359398
2012,1,2,10,30,467,4.613166332244873,21.590173339843773
2012,1,2,11,0,523,4.612219333648682,23.033166503906273
2012,1,2,11,30,564,4.497725486755371,23.990869140625023
2012,1,2,12,0,590,4.3832316398620605,24.948571777343773
2012,1,2,12,30,600,4.247557640075684,25.523431396484398
2012,1,2,13,0,593,4.111884117126465,26.098291015625023
2012,1,2,13,30,570,3.9893102645874023,26.233544921875023
2012,1,2,14,0,531,3.8667361736297607,26.368768310546898
2012,1,2,14,30,477,3.7103028297424316,26.015802001953148
2012,1,2,15,0,410,3.5538697242736816,25.662866210937523
2012,1,2,15,30,331,3.3532791137695312,24.221215820312523
2012,1,2,16,0,243,3.1526882648468018,22.779565429687523
2012,1,2,16,30,151,3.1557881832122803,21.145928955078148
2012,1,2,17,0,63,3.158888101577759,19.512292480468773
2012,1,2,17,30,0,3.2699296474456787,18.963647460937523
2012,1,2,18,0,0,3.3809711933135986,18.415002441406273
2012,1,2,18,30,0,3.534910202026367,17.946618652343773
2012,1,2,19,0,0,3.6888489723205566,17.478234863281273
2012,1,2,19,30,0,3.8823654651641846,16.961968994140648
2012,1,2,20,0,0,4.0758819580078125,16.445672607421898
2012,1,2,20,30,0,4.24852180480957,15.820703125000023
2012,1,2,21,0,0,4.421161651611328,15.195703125000023
2012,1,2,21,30,0,4.552303314208984,14.576531982421898
2012,1,2,22,0,0,4.683445453643799,13.957330322265648
2012,1,2,22,30,0,4.772275924682617,13.413842773437523
2012,1,2,23,0,0,4.8611063957214355,12.870385742187523
2012,1,2,23,30,0,4.895615577697754,12.367791748046898
2012,1,3,0,0,0,4.9301252365112305,11.865197753906273
2012,1,3,0,30,0,4.922515392303467,11.421258544921898
2012,1,3,1,0,0,4.914905548095703,10.977349853515648
2012,1,3,1,30,0,4.904949188232422,10.610040283203148
2012,1,3,2,0,0,4.894992828369141,10.242761230468773
2012,1,3,2,30,0,4.864806175231934,9.955865478515648
