date,Temperature
2016-01-31,-0.7580647291107516
2016-02-29,-0.532630914217057
2016-03-31,-0.5393209847954488
2016-04-30,-0.5407616580633507
2016-05-31,-0.5408739808552784
2016-06-30,-0.5408987935656187
2016-07-31,-0.540900541773682
2016-08-31,-0.5409009436813754
2016-09-30,-0.5409009727901805
2016-10-31,-0.5409009783344412
2016-11-30,-0.5409009788543827
2016-12-31,-0.5409009789352424
