date,GHI
2016-01-31,100.90624036261991
2016-02-29,100.76514722298958
2016-03-31,100.09505553473383
2016-04-30,100.0515080995413
2016-05-31,99.64793690986089
2016-06-30,99.4211821040549
2016-07-31,99.1807112868335
2016-08-31,98.66351718254828
2016-09-30,98.69834573885707
2016-10-31,98.11355776104601
2016-11-30,98.19320557770945
2016-12-31,97.4128999358463
