date,GHI
2016-01-31,316.01114303695874
2016-02-29,315.7680511729061
2016-03-31,315.87664371691494
2016-04-30,315.70537923904794
2016-05-31,315.8979274207727
2016-06-30,315.49522028347417
2016-07-31,315.95260153503983
2016-08-31,315.494394514867
2016-09-30,315.75268755175654
2016-10-31,315.61073758802456
2016-11-30,315.5183631298549
2016-12-31,315.6313244897769
