date,GHI
2016-01-31,309.7817144113867
2016-02-29,307.9301269850746
2016-03-31,306.8276970389755
2016-04-30,304.84529188426023
2016-05-31,303.9584268901131
2016-06-30,301.74709844172327
2016-07-31,300.8261099870198
2016-08-31,298.959962329608
2016-09-30,297.6451332272047
2016-10-31,296.1017127652342
2016-11-30,294.40685558630855
2016-12-31,293.17682103291696
