date,GHI
2016-01-31,320.1208098551063
2016-02-29,318.7404389210759
2016-03-31,318.14241528424037
2016-04-30,316.87072039301376
2016-05-31,316.3432081956604
2016-06-30,315.0015018236027
2016-07-31,314.459479228976
2016-08-31,313.2544667371928
2016-09-30,312.64472395373434
2016-10-31,311.472727280518
2016-11-30,310.55338525295326
2016-12-31,309.7313075380041
