date,Temperature
2016-01-31,-3.986196807634414
2016-02-29,-3.8683233230491143
2016-03-31,-3.8683195419641976
2016-04-30,-3.8683195418729195
2016-05-31,-3.8683195418729186
2016-06-30,-3.8683195418729186
2016-07-31,-3.8683195418729186
2016-08-31,-3.8683195418729186
2016-09-30,-3.8683195418729186
2016-10-31,-3.8683195418729186
2016-11-30,-3.8683195418729186
2016-12-31,-3.8683195418729186
