date,GHI
2016-01-31,242.18324510843473
2016-02-29,240.96829145484307
2016-03-31,239.9139629125869
2016-04-30,238.77386517733268
2016-05-31,237.81034845021517
2016-06-30,236.59096359454477
2016-07-31,235.66337199755478
2016-08-31,234.53655430775885
2016-09-30,233.50145468592552
2016-10-31,232.3107671370228
2016-11-30,231.3784648453736
2016-12-31,230.2026278701101
